Name,Height,Weight
Elmer_Espiritu,1.9304,83916.0
Elmer_Gainer,1.9812,88452.0
Elmore_Morgenthaler,2.159,104328.0
Elmore_Smith,2.1336,113400.0
Elmore_Spencer,2.1336,122472.0
Eloy_Vargas,2.1082,108864.0
Elpidio_Villamin,1.905,85276.8
Elston_Turner,1.9558,86184.0
Elton_Brand,2.0574,115668.0
Elton_Brown_(basketball),2.0574,113400.0
Elton_McGriff,2.0574,102060.0
Elton_Nesbitt,1.7526,74844.0
Elvin_Hayes,2.0574,106596.0
Elvin_Ivory,2.032,95256.0
Elvin_Mims,1.9558,92988.0
Elvis_Évora,2.04978,116121.6
Elías_Larry_Ayuso,1.8796,90720.0
Elīna_Babkina,1.7272,64864.8
Em_Bryant,1.8542,79380.0
Emanual_Davis,1.9304,88452.0
Emanuel_Neto,2.06,104000.0
Emeka_Okafor,2.0827999999999998,115668.0
Emir_Preldžić,2.0574,99792.0
Emir_Sulejmanović,2.0574,99792.0
Emircan_Koşut,2.159,99792.0
Emma_Meesseman,1.9304,82555.2
Emman_Monfort,1.6764000000000001,59875.2
Emmanuel_Mudiay,1.9558,90720.0
Emmanuel_Ubilla,1.9,83916.0
Emmerson_Oreta,1.8796,81648.0
Ender_Arslan,1.89865,81648.0
Enes_Kanter,2.1082,111132.0
Engin_Atsür,1.9304,86184.0
Eni_Llazani,1.8796,81648.0
Eniel_Polynice,1.9558,99792.0
Enrico_Villanueva,1.9812,95256.0
Enver_Soobzokov,1.9812,87998.4
E'Twaun_Moore,1.9304,86637.6
E.J._Feihl,2.159,129276.0
E._C._Coleman,2.032,102060.0
E._J._Rowland,1.905,86184.0
E._J._Singler,1.9812,97524.0
Earl_Barron,2.1336,113400.0
Earl_Boykins,1.651,60328.8
Earl_Clark,2.0827999999999998,106142.4
Earl_Cureton,2.0574,95256.0
Earl_Dodd,1.9558,79380.0
Earl_Gardner_(basketball),1.905,88452.0
Earl_Jones_(basketball),2.1336,95256.0
Earl_Lloyd,1.9558,102060.0
Earl_Monroe,1.905,83916.0
Earl_Shannon,1.8034,77112.0
Earl_Tatum,1.9558,83916.0
Earl_Watson,1.8542,90266.4
Earl_Williams_(basketball_player),2.0066,104328.0
Earnest_Ross,1.9558,101152.8
Earnie_Killum,1.905,81648.0
Easy_Parham,1.905,90720.0
Eban_Hyams,1.9558,88905.6
Ebrahim_Enguio_Lopez,1.8288,80287.2
Ecem_Güler,1.8796,75751.2
Ed_Beach,1.905,90720.0
Ed_Conlin,1.9558,90720.0
Ed_Cota,1.8288,88452.0
Ed_Dahler,1.9558,86184.0
Ed_Daniel,2.0066,103420.8
Ed_Davis_(basketball),2.0827999999999998,108864.0
Erazem_Lorbek,2.1018499999999998,113400.0
Erbil_Eroğlu,1.9431,84823.2
Ercan_Bayrak,2.08,95000.0
Erdem_Türetken,1.9812,102967.2
Erek_Hansen,2.1082,99792.0
Eren_Beyaz,2.0827999999999998,116121.6
Eric_Anderson_(basketball),2.0574,99792.0
Eric_Atkins,1.8796,81648.0
Eric_Bledsoe,1.8542,86184.0
Eric_Boateng,2.0827999999999998,116575.2
Eric_Buckner,2.0827999999999998,99792.0
Eric_Camson,1.9304,103420.8
Eric_Crookshank,2.0066,95256.0
Eric_Dawson,2.0574,113400.0
Eric_Devendorf,1.9304,81648.0
Eric_Fernsten,2.0827999999999998,92988.0
Eric_Gordon,1.9304,97524.0
Eric_Griffin_(basketball),2.032,92988.0
Eric_Leckner,2.1082,120204.0
Eric_Maynor,1.905,79380.0
Eric_McWilliams,2.032,90720.0
Eric_Menk,1.9812,113400.0
Eric_Mobley,2.1082,106596.0
Eric_Money,1.8288,77112.0
Eric_Montross,2.1336,122472.0
Eric_Moreland,2.0827999999999998,98884.8
Eric_Murdock,1.8542,86184.0
Eric_Piatkowski,2.0066,97524.0
Eric_Riley,2.1336,111132.0
Eric_Rodriguez_(basketball),1.9304,89812.8
Eric_Salamat,1.778,86184.0
Eric_Schraeder,2.0574,102060.0
Eric_Snow,1.905,86184.0
Eric_Turner_(basketball),1.905,81648.0
Eric_Washington,1.9304,86184.0
Eric_White_(basketball),2.032,90720.0
Eric_Williams_(basketball,_born_1972),2.032,99792.0
Erica_White_(basketball),1.6002,72576.0
Erick_Barkley,1.8542,80287.2
Erick_Dampier,2.1082,120204.0
Erick_Green,1.9304,83916.0
Erick_Strickland,1.905,95256.0
Erik_Copes,2.032,113400.0
Erik_Daniels,2.032,97524.0
Erik_Johansson_(basketball),1.9558,83916.0
Erik_Murphy,2.0827999999999998,104328.0
Erin_Perperoglou,1.905,82101.6
Erin_Phillips,1.7272,74844.0
Erjon_Kastrati,1.98,86000.0
Erkan_Veyseloğlu,2.00025,92988.0
Ermal_Kuqo,2.0827999999999998,117936.0
Ernestas_Ežerskis,1.9304,86184.0
Ernests_Kalve,2.0066,90720.0
Ernie_Barrett,1.905,81648.0
Ernie_Beck,1.9304,86184.0
Ernie_Calverley,1.778,65772.0
Ernie_DiGregorio,1.8288,81648.0
Ernie_Grunfeld,1.9812,95256.0
Ernie_Vandeweghe,1.905,88452.0
Erolcan_Çinko,1.8796,81194.4
Errick_Craven,1.8796,92988.0
Errick_McCollum,1.8796,77112.0
Erron_Maxey,1.9812,99792.0
Ersan_Özseven,1.9812,91173.6
Ersan_İlyasova,2.0827999999999998,106596.0
Erv_Staggs,1.9812,88452.0
Ervic_Vijandre,1.8796,81648.0
Ervin_Johnson,2.1082,111132.0
Ervin_Sotto,2.032,95256.0
Erving_Walker,1.7272,79833.6
Erwin_Claggett,1.8542,83916.0
Erwin_Dudley,2.0447,111132.0
Erwin_Mueller,2.032,104328.0
Eshaunte_Jones,1.9304,90720.0
Esmeral_Tunçluer,1.7526,67132.8
Espiga,1.8796,87998.4
Essie_Hollis,1.9812,87998.4
Esteban_Batista,2.0827999999999998,122472.0
Estong_Ballesteros,1.9558,90720.0
Etan_Thomas,2.0827999999999998,117936.0
Etdrick_Bohannon,2.0574,99792.0
Ethan_Wragge,2.0066,102060.0
Eugene_E._Parker,1.8542,79380.0
Eugene_Jeter,1.8034,79380.0
Eugene_Lawrence,1.8288,98431.2
Eugene_Spates,2.032,106596.0
Eulis_Báez,2.0066,111132.0
Eurelijus_Žukauskas,2.1844,117936.0
Evaldas_Dainys,1.8034,85276.8
Evaldas_Jocys,2.0574,104328.0
Evaldas_Kairys,2.07,105000.0
Evaldas_Žabas,1.8796,91627.2
Evan_Bradds,2.0066,92988.0
Evan_Eschmeyer,2.1082,115668.0
Evan_Fournier,2.0066,92988.0
Evan_Turner,2.0066,99792.0
Evanthia_Maltsi,1.8034,74844.0
Everette_Stephens,1.8796,79380.0
Evers_Burns,2.032,117936.0
Evgeni_Ivanov_(basketball),1.9812,83916.0
Evgeniy_Pashutin,1.8796,94802.4
Evgeniya_Belyakova,1.8288,72122.4
Evgeny_Kolesnikov,1.9558,95256.0
Evgeny_Voronov,1.9304,94802.4
Evren_Büker,1.9431,92988.0
Evric_Gray,2.0066,106596.0
Ewelina_Kobryn,1.905,86184.0
Zabian_Dowdell,1.905,88452.0
Zach_Andrews,2.0574,104328.0
Zach_Auguste,2.0827999999999998,109771.2
Zach_Graham,1.9558,95256.0
Zach_LaVine,1.9558,85730.4
Zach_Randolph,2.0574,117936.0
Zack_Novak,1.9304,94802.4
Zack_Rosen,1.8542,77112.0
Zackary_Wright,1.8796,86184.0
Zaid_Abbas,2.032,90720.0
Zaid_Abdul-Aziz,2.0574,106596.0
Zaid_Al-Khas,2.0574,131544.0
Zak_Irvin,1.9812,97524.0
Zakaria_Mssiyah,1.778,81648.0
Zakee_Wadood,1.9812,103874.4
Zakhar_Pashutin,1.96,90000.0
Zam_Fredrick,1.8796,81648.0
Zamal_Nixon,1.8542,77112.0
Zane_Tamane,2.0066,79833.6
Zaza_Pachulia,2.1082,124740.0
Zeb_Cope,2.032,108864.0
Zeke_Zawoluk,2.0066,97524.0
Zelmo_Beaty,2.0574,102060.0
Zendon_Hamilton,2.0574,108864.0
Zenonas_Puzinauskas,1.8288,89812.8
Zhang_Zhaoxu,2.2098,106142.4
Zhou_Peng_(basketball),2.0827999999999998,83916.0
Zhou_Qi,2.1844,95256.0
Zhu_Fangyu,1.9812,103874.4
Zisis_Sarikopoulos,2.1336,120204.0
Zlatko_Gocevski,2.05,92988.0
Zlatko_Jovanović,1.81,85000.0
Zmago_Sagadin,1.905,88452.0
Zoltán_Horváth_(basketball),2.0701,109317.6
Zoltán_Supola,1.93,87000.0
Zoltán_Trepák,1.8288,102060.0
Zoran_Dragić,1.96,91000.0
Zoran_Erceg,2.11,112000.0
Zoran_Krstanović,2.0574,114760.8
Zoran_Planinić,1.9939,95256.0
